transaction_id,at,truck_name,payment_method,total,truck_id,payment_method_id,fsa_rating,has_card_reader,truck_description
2711,2026-01-05 11:53:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2709,2026-01-05 11:53:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2707,2026-01-05 11:51:00,Cupcakes by Michelle,cash,1299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2704,2026-01-05 11:50:00,Cupcakes by Michelle,cash,1299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2701,2026-01-05 11:49:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2700,2026-01-05 11:49:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2698,2026-01-05 11:49:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2696,2026-01-05 11:48:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2694,2026-01-05 11:48:00,Cupcakes by Michelle,cash,199.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2692,2026-01-05 11:46:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2690,2026-01-05 11:45:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2688,2026-01-05 11:44:00,Cupcakes by Michelle,cash,1299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2686,2026-01-05 11:42:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2685,2026-01-05 11:41:00,Cupcakes by Michelle,cash,1299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2682,2026-01-05 11:39:00,Cupcakes by Michelle,cash,199.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2680,2026-01-05 11:38:00,Cupcakes by Michelle,cash,1299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2679,2026-01-05 11:38:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2677,2026-01-05 11:36:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2676,2026-01-05 11:36:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2672,2026-01-05 11:33:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2669,2026-01-05 11:31:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2667,2026-01-05 11:29:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2666,2026-01-05 11:28:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2660,2026-01-05 11:24:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2659,2026-01-05 11:23:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2658,2026-01-05 11:22:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2654,2026-01-05 11:19:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2653,2026-01-05 11:19:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2652,2026-01-05 11:19:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2651,2026-01-05 11:19:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2649,2026-01-05 11:17:00,Cupcakes by Michelle,cash,199.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2647,2026-01-05 11:16:00,Cupcakes by Michelle,cash,199.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2643,2026-01-05 11:13:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2640,2026-01-05 11:10:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2636,2026-01-05 11:09:00,Cupcakes by Michelle,cash,1299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2635,2026-01-05 11:08:00,Cupcakes by Michelle,cash,1299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2634,2026-01-05 11:07:00,Cupcakes by Michelle,cash,199.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2633,2026-01-05 11:07:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2632,2026-01-05 11:06:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2631,2026-01-05 11:05:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2629,2026-01-05 11:03:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2628,2026-01-05 10:55:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2627,2026-01-05 10:48:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2626,2026-01-05 10:41:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2625,2026-01-05 10:36:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2622,2026-01-05 10:15:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2621,2026-01-05 10:05:00,Cupcakes by Michelle,cash,199.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2620,2026-01-05 09:56:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2618,2026-01-05 09:43:00,Cupcakes by Michelle,cash,1299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2614,2026-01-05 09:17:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2613,2026-01-05 09:13:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2612,2026-01-05 09:05:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2610,2026-01-04 16:59:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2608,2026-01-04 16:58:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2607,2026-01-04 16:58:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2606,2026-01-04 16:57:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2605,2026-01-04 16:57:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2604,2026-01-04 16:56:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2599,2026-01-04 16:54:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2598,2026-01-04 16:54:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2594,2026-01-04 16:53:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2593,2026-01-04 16:53:00,Cupcakes by Michelle,cash,199.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2591,2026-01-04 16:52:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2590,2026-01-04 16:51:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2584,2026-01-04 16:47:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2583,2026-01-04 16:47:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2582,2026-01-04 16:47:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2581,2026-01-04 16:46:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2579,2026-01-04 16:45:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2578,2026-01-04 16:45:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2577,2026-01-04 16:45:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2576,2026-01-04 16:44:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2575,2026-01-04 16:44:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2574,2026-01-04 16:44:00,Cupcakes by Michelle,cash,199.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2573,2026-01-04 16:43:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2570,2026-01-04 16:40:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2568,2026-01-04 16:40:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2565,2026-01-04 16:39:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2564,2026-01-04 16:39:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2562,2026-01-04 16:39:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2561,2026-01-04 16:38:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2560,2026-01-04 16:37:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2559,2026-01-04 16:36:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2558,2026-01-04 16:36:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2555,2026-01-04 16:34:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2553,2026-01-04 16:33:00,Cupcakes by Michelle,cash,1299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2546,2026-01-04 16:28:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2545,2026-01-04 16:28:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2544,2026-01-04 16:27:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2542,2026-01-04 16:27:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2538,2026-01-04 16:25:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2536,2026-01-04 16:24:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2535,2026-01-04 16:23:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2533,2026-01-04 16:21:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2529,2026-01-04 16:18:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2524,2026-01-04 16:16:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2522,2026-01-04 16:14:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2521,2026-01-04 16:13:00,Cupcakes by Michelle,cash,199.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2519,2026-01-04 16:11:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2516,2026-01-04 16:08:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2515,2026-01-04 16:07:00,Cupcakes by Michelle,cash,1299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2513,2026-01-04 16:07:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2512,2026-01-04 16:07:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2510,2026-01-04 16:06:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2508,2026-01-04 16:04:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2506,2026-01-04 16:03:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2501,2026-01-04 15:43:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2494,2026-01-04 15:17:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2488,2026-01-04 14:42:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2487,2026-01-04 14:33:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2485,2026-01-04 14:11:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2484,2026-01-04 14:07:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2482,2026-01-04 13:58:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2480,2026-01-04 13:54:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2479,2026-01-04 13:51:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2477,2026-01-04 13:46:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2476,2026-01-04 13:45:00,Cupcakes by Michelle,cash,1299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2475,2026-01-04 13:44:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2472,2026-01-04 13:30:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2470,2026-01-04 13:22:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2469,2026-01-04 13:18:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2468,2026-01-04 13:16:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2467,2026-01-04 13:13:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2465,2026-01-04 13:05:00,Cupcakes by Michelle,cash,1299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2463,2026-01-04 12:58:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2462,2026-01-04 12:56:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2461,2026-01-04 12:56:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2455,2026-01-04 12:50:00,Cupcakes by Michelle,cash,199.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2453,2026-01-04 12:49:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2452,2026-01-04 12:49:00,Cupcakes by Michelle,cash,199.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2451,2026-01-04 12:48:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2450,2026-01-04 12:46:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2447,2026-01-04 12:43:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2446,2026-01-04 12:43:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2445,2026-01-04 12:42:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2444,2026-01-04 12:39:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2443,2026-01-04 12:39:00,Cupcakes by Michelle,cash,199.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2442,2026-01-04 12:38:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2438,2026-01-04 12:35:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2436,2026-01-04 12:33:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2434,2026-01-04 12:31:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2432,2026-01-04 12:27:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2431,2026-01-04 12:27:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2428,2026-01-04 12:25:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2426,2026-01-04 12:20:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2425,2026-01-04 12:18:00,Cupcakes by Michelle,cash,1299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2424,2026-01-04 12:17:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2421,2026-01-04 12:14:00,Cupcakes by Michelle,cash,199.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2420,2026-01-04 12:14:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2419,2026-01-04 12:12:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2417,2026-01-04 12:07:00,Cupcakes by Michelle,cash,199.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2416,2026-01-04 12:05:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2413,2026-01-04 12:02:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2411,2026-01-04 12:01:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2410,2026-01-04 12:00:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2409,2026-01-04 11:59:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2405,2026-01-04 11:57:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2404,2026-01-04 11:56:00,Cupcakes by Michelle,cash,199.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2403,2026-01-04 11:55:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2402,2026-01-04 11:55:00,Cupcakes by Michelle,cash,499.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2401,2026-01-04 11:54:00,Cupcakes by Michelle,cash,299.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
2398,2026-01-04 11:52:00,Cupcakes by Michelle,cash,799.0,3,1,5,True,"Handcrafted cupcakes made with high-quality, organic ingredients."
